movie_id,release_date,year,month,quarter,day_of_week
834,2006-01-12 00:00:00,2006,1,1,Thursday
228066,2015-11-10 00:00:00,2015,11,4,Tuesday
711,2000-12-21 00:00:00,2000,12,4,Thursday
10468,2000-04-06 00:00:00,2000,4,2,Thursday
10027,2005-02-02 00:00:00,2005,2,1,Wednesday
11812,2002-04-12 00:00:00,2002,4,2,Friday
37233,1993-06-30 00:00:00,1993,6,2,Wednesday
37950,2010-05-01 00:00:00,2010,5,2,Saturday
27582,2011-01-13 00:00:00,2011,1,1,Thursday
64688,2012-03-12 00:00:00,2012,3,1,Monday
509,1999-05-13 00:00:00,1999,5,2,Thursday
7443,2000-06-21 00:00:00,2000,6,2,Wednesday
5966,2004-01-16 00:00:00,2004,1,1,Friday
11066,1992-06-30 00:00:00,1992,6,2,Tuesday
136795,2013-06-27 00:00:00,2013,6,2,Thursday
8095,1963-06-12 00:00:00,1963,6,2,Wednesday
87826,2012-10-11 00:00:00,2012,10,4,Thursday
11560,2002-04-03 00:00:00,2002,4,2,Wednesday
25189,1996-11-15 00:00:00,1996,11,4,Friday
2637,2002-01-25 00:00:00,2002,1,1,Friday
18480,2009-07-08 00:00:00,2009,7,3,Wednesday
709,1989-07-07 00:00:00,1989,7,3,Friday
49730,2011-03-11 00:00:00,2011,3,1,Friday
2749,2001-03-01 00:00:00,2001,3,1,Thursday
9607,1993-05-28 00:00:00,1993,5,2,Friday
1830,2005-09-16 00:00:00,2005,9,3,Friday
79,2002-12-19 00:00:00,2002,12,4,Thursday
54054,2012-01-26 00:00:00,2012,1,1,Thursday
228967,2014-12-25 00:00:00,2014,12,4,Thursday
46528,2010-12-02 00:00:00,2010,12,4,Thursday
27936,2009-10-28 00:00:00,2009,10,4,Wednesday
65,2002-11-08 00:00:00,2002,11,4,Friday
280391,2015-04-08 00:00:00,2015,4,2,Wednesday
9476,2001-05-11 00:00:00,2001,5,2,Friday
10610,2003-08-15 00:00:00,2003,8,3,Friday
745,1999-08-06 00:00:00,1999,8,3,Friday
49527,2012-01-13 00:00:00,2012,1,1,Friday
73937,2011-10-13 00:00:00,2011,10,4,Thursday
1885,1984-06-22 00:00:00,1984,6,2,Friday
168672,2013-12-12 00:00:00,2013,12,4,Thursday
18240,2009-06-01 00:00:00,2009,6,2,Monday
10398,1999-09-24 00:00:00,1999,9,3,Friday
165,1989-11-20 00:00:00,1989,11,4,Monday
240832,2014-07-14 00:00:00,2014,7,3,Monday
216015,2015-02-11 00:00:00,2015,2,1,Wednesday
12279,2003-07-25 00:00:00,2003,7,3,Friday
1645,1996-07-24 00:00:00,1996,7,3,Wednesday
11007,2003-12-24 00:00:00,2003,12,4,Wednesday
193756,2013-12-24 00:00:00,2013,12,4,Tuesday
11287,1992-07-01 00:00:00,1992,7,3,Wednesday
259693,2016-05-13 00:00:00,2016,5,2,Friday
37799,2010-09-30 00:00:00,2010,9,3,Thursday
10184,2009-02-06 00:00:00,2009,2,1,Friday
4257,2006-04-13 00:00:00,2006,4,2,Thursday
4234,2000-02-03 00:00:00,2000,2,1,Thursday
196,1990-05-25 00:00:00,1990,5,2,Friday
257091,2015-03-26 00:00:00,2015,3,1,Thursday
6114,1992-11-13 00:00:00,1992,11,4,Friday
24803,2009-08-06 00:00:00,2009,8,3,Thursday
109410,2013-04-12 00:00:00,2013,4,2,Friday
1213,1999-12-25 00:00:00,1999,12,4,Saturday
100042,2014-11-12 00:00:00,2014,11,4,Wednesday
9036,2006-02-17 00:00:00,2006,2,1,Friday
257211,2015-09-24 00:00:00,2015,9,3,Thursday
323675,2016-01-14 00:00:00,2016,1,1,Thursday
9361,1992-09-25 00:00:00,1992,9,3,Friday
1677,2004-10-29 00:00:00,2004,10,4,Friday
187,2005-04-01 00:00:00,2005,4,2,Friday
7461,2008-02-01 00:00:00,2008,2,1,Friday
16538,2009-03-20 00:00:00,2009,3,1,Friday
9889,2001-11-01 00:00:00,2001,11,4,Thursday
820,1991-12-20 00:00:00,1991,12,4,Friday
11565,2006-01-26 00:00:00,2006,1,1,Thursday
6073,2001-03-01 00:00:00,2001,3,1,Thursday
16996,2009-03-11 00:00:00,2009,3,1,Wednesday
193610,2014-04-16 00:00:00,2014,4,2,Wednesday
19912,2009-08-26 00:00:00,2009,8,3,Wednesday
296098,2015-10-15 00:00:00,2015,10,4,Thursday
8007,2001-11-17 00:00:00,2001,11,4,Saturday
32823,2010-06-04 00:00:00,2010,6,2,Friday
4380,2004-10-15 00:00:00,2004,10,4,Friday
11551,1998-07-10 00:00:00,1998,7,3,Friday
10336,1997-07-31 00:00:00,1997,7,3,Thursday
11362,2002-01-23 00:00:00,2002,1,1,Wednesday
50348,2011-03-17 00:00:00,2011,3,1,Thursday
48138,2011-02-16 00:00:00,2011,2,1,Wednesday
1124,2006-10-19 00:00:00,2006,10,4,Thursday
227159,2014-11-26 00:00:00,2014,11,4,Wednesday
68179,2013-02-14 00:00:00,2013,2,1,Thursday
1579,2006-12-07 00:00:00,2006,12,4,Thursday
708,1987-06-29 00:00:00,1987,6,2,Monday
34851,2010-07-03 00:00:00,2010,7,3,Saturday
9930,1986-06-18 00:00:00,1986,6,2,Wednesday
1586,2004-03-12 00:00:00,2004,3,1,Friday
2044,2006-06-16 00:00:00,2006,6,2,Friday
9913,2005-07-29 00:00:00,2005,7,3,Friday
71864,2012-08-15 00:00:00,2012,8,3,Wednesday
10761,2008-05-02 00:00:00,2008,5,2,Friday
209451,2014-06-05 00:00:00,2014,6,2,Thursday
11975,1997-11-18 00:00:00,1997,11,4,Tuesday
4970,2003-11-21 00:00:00,2003,11,4,Friday
11831,1997-12-03 00:00:00,1997,12,4,Wednesday
9096,1992-02-07 00:00:00,1992,2,1,Friday
440,2007-12-25 00:00:00,2007,12,4,Tuesday
11011,1994-12-19 00:00:00,1994,12,4,Monday
10641,2000-08-11 00:00:00,2000,8,3,Friday
11172,2007-02-09 00:00:00,2007,2,1,Friday
39513,2011-02-14 00:00:00,2011,2,1,Monday
82687,2012-12-19 00:00:00,2012,12,4,Wednesday
41446,2011-04-11 00:00:00,2011,4,2,Monday
8224,1999-02-26 00:00:00,1999,2,1,Friday
10537,1991-03-01 00:00:00,1991,3,1,Friday
225886,2014-07-17 00:00:00,2014,7,3,Thursday
10385,2000-02-16 00:00:00,2000,2,1,Wednesday
55779,2011-08-12 00:00:00,2011,8,3,Friday
10154,1999-08-16 00:00:00,1999,8,3,Monday
10647,2000-10-12 00:00:00,2000,10,4,Thursday
11431,2005-04-06 00:00:00,2005,4,2,Wednesday
8457,2008-03-20 00:00:00,2008,3,1,Thursday
188161,2014-05-22 00:00:00,2014,5,2,Thursday
8850,1994-07-01 00:00:00,1994,7,3,Friday
64685,2011-12-24 00:00:00,2011,12,4,Saturday
38357,2010-01-12 00:00:00,2010,1,1,Tuesday
10060,2005-11-09 00:00:00,2005,11,4,Wednesday
11398,2000-08-23 00:00:00,2000,8,3,Wednesday
1833,2005-11-23 00:00:00,2005,11,4,Wednesday
10391,2000-08-11 00:00:00,2000,8,3,Friday
8970,1999-04-02 00:00:00,1999,4,2,Friday
9306,1996-08-23 00:00:00,1996,8,3,Friday
11370,2001-09-07 00:00:00,2001,9,3,Friday
12184,2008-02-28 00:00:00,2008,2,1,Thursday
1921,2001-02-16 00:00:00,2001,2,1,Friday
1683,2007-04-05 00:00:00,2007,4,2,Thursday
203,1973-10-02 00:00:00,1973,10,4,Tuesday
11858,1994-06-03 00:00:00,1994,6,2,Friday
62835,2011-07-27 00:00:00,2011,7,3,Wednesday
18937,1998-05-15 00:00:00,1998,5,2,Friday
13536,2002-09-06 00:00:00,2002,9,3,Friday
15556,1999-01-15 00:00:00,1999,1,1,Friday
10718,2004-01-16 00:00:00,2004,1,1,Friday
11062,1996-02-16 00:00:00,1996,2,1,Friday
10802,1995-09-22 00:00:00,1995,9,3,Friday
1887,2006-05-24 00:00:00,2006,5,2,Wednesday
6071,1995-04-21 00:00:00,1995,4,2,Friday
10461,2000-10-06 00:00:00,2000,10,4,Friday
80278,2012-09-09 00:00:00,2012,9,3,Sunday
12704,1987-05-15 00:00:00,1987,5,2,Friday
10315,2009-10-23 00:00:00,2009,10,4,Friday
16643,2002-04-26 00:00:00,2002,4,2,Friday
2687,1992-02-28 00:00:00,1992,2,1,Friday
194,2001-04-25 00:00:00,2001,4,2,Wednesday
11025,2004-05-01 00:00:00,2004,5,2,Saturday
8849,2004-10-22 00:00:00,2004,10,4,Friday
78698,2012-02-02 00:00:00,2012,2,1,Thursday
30943,1999-03-12 00:00:00,1999,3,1,Friday
9544,2002-08-09 00:00:00,2002,8,3,Friday
24418,2009-10-23 00:00:00,2009,10,4,Friday
7288,2003-09-26 00:00:00,2003,9,3,Friday
14655,2008-11-07 00:00:00,2008,11,4,Friday
24575,1980-01-01 00:00:00,1980,1,1,Tuesday
10366,1999-08-05 00:00:00,1999,8,3,Thursday
19898,2009-09-08 00:00:00,2009,9,3,Tuesday
4965,2001-12-03 00:00:00,2001,12,4,Monday
15074,2002-11-27 00:00:00,2002,11,4,Wednesday
56715,2001-04-06 00:00:00,2001,4,2,Friday
1272,2007-04-05 00:00:00,2007,4,2,Thursday
72358,2012-03-07 00:00:00,2012,3,1,Wednesday
20542,2008-12-12 00:00:00,2008,12,4,Friday
266396,2015-02-16 00:00:00,2015,2,1,Monday
9978,2006-07-21 00:00:00,2006,7,3,Friday
8271,2007-04-12 00:00:00,2007,4,2,Thursday
10428,1995-09-14 00:00:00,1995,9,3,Thursday
5353,2007-09-03 00:00:00,2007,9,3,Monday
11934,1994-03-11 00:00:00,1994,3,1,Friday
14392,2007-12-12 00:00:00,2007,12,4,Wednesday
19495,2005-07-17 00:00:00,2005,7,3,Sunday
110415,2013-08-01 00:00:00,2013,8,3,Thursday
77459,2011-10-12 00:00:00,2011,10,4,Wednesday
26486,2004-09-24 00:00:00,2004,9,3,Friday
9495,1994-05-11 00:00:00,1994,5,2,Wednesday
256040,2015-07-10 00:00:00,2015,7,3,Friday
24420,2009-08-14 00:00:00,2009,8,3,Friday
1257,2007-02-02 00:00:00,2007,2,1,Friday
62214,2012-10-04 00:00:00,2012,10,4,Thursday
16320,2005-08-25 00:00:00,2005,8,3,Thursday
8842,2004-02-20 00:00:00,2004,2,1,Friday
9531,1983-06-17 00:00:00,1983,6,2,Friday
64807,2013-12-25 00:00:00,2013,12,4,Wednesday
12289,2008-07-10 00:00:00,2008,7,3,Thursday
11529,2002-09-26 00:00:00,2002,9,3,Thursday
20943,2009-07-24 00:00:00,2009,7,3,Friday
9099,1996-03-29 00:00:00,1996,3,1,Friday
9488,2002-08-07 00:00:00,2002,8,3,Wednesday
193,1994-11-17 00:00:00,1994,11,4,Thursday
44865,2013-01-08 00:00:00,2013,1,1,Tuesday
55787,2011-03-15 00:00:00,2011,3,1,Tuesday
257932,2014-05-20 00:00:00,2014,5,2,Tuesday
10400,1999-09-17 00:00:00,1999,9,3,Friday
1957,2002-05-24 00:00:00,2002,5,2,Friday
10833,2001-03-23 00:00:00,2001,3,1,Friday
256961,2015-04-16 00:00:00,2015,4,2,Thursday
5852,2001-05-15 00:00:00,2001,5,2,Tuesday
12312,2001-12-21 00:00:00,2001,12,4,Friday
622,1999-08-24 00:00:00,1999,8,3,Tuesday
11306,1996-09-27 00:00:00,1996,9,3,Friday
12508,2001-09-04 00:00:00,2001,9,3,Tuesday
25793,2009-11-06 00:00:00,2009,11,4,Friday
10534,1996-02-02 00:00:00,1996,2,1,Friday
1091,1982-06-25 00:00:00,1982,6,2,Friday
87421,2013-09-02 00:00:00,2013,9,3,Monday
10871,1997-10-31 00:00:00,1997,10,4,Friday
13503,2001-11-30 00:00:00,2001,11,4,Friday
13600,2008-10-07 00:00:00,2008,10,4,Tuesday
68722,2012-09-07 00:00:00,2012,9,3,Friday
14324,2007-12-17 00:00:00,2007,12,4,Monday
14325,2008-10-10 00:00:00,2008,10,4,Friday
299687,2016-01-14 00:00:00,2016,1,1,Thursday
312221,2015-11-25 00:00:00,2015,11,4,Wednesday
23168,2010-09-15 00:00:00,2010,9,3,Wednesday
76494,2012-05-17 00:00:00,2012,5,2,Thursday
4944,2008-09-05 00:00:00,2008,9,3,Friday
10488,2008-04-03 00:00:00,2008,4,2,Thursday
96721,2013-09-02 00:00:00,2013,9,3,Monday
334,1999-12-08 00:00:00,1999,12,4,Wednesday
23742,2010-02-26 00:00:00,2010,2,1,Friday
259694,2016-01-21 00:00:00,2016,1,1,Thursday
62837,2011-09-23 00:00:00,2011,9,3,Friday
8966,2008-11-20 00:00:00,2008,11,4,Thursday
8470,2002-02-15 00:00:00,2002,2,1,Friday
11001,1999-09-17 00:00:00,1999,9,3,Friday
138832,2013-08-07 00:00:00,2013,8,3,Wednesday
16911,2008-12-18 00:00:00,2008,12,4,Thursday
2163,1997-05-02 00:00:00,1997,5,2,Friday
36670,1983-10-07 00:00:00,1983,10,4,Friday
23048,2010-03-26 00:00:00,2010,3,1,Friday
227735,2014-09-12 00:00:00,2014,9,3,Friday
2155,2000-02-25 00:00:00,2000,2,1,Friday
8409,2003-04-04 00:00:00,2003,4,2,Friday
222936,2015-05-27 00:00:00,2015,5,2,Wednesday
31908,1996-12-20 00:00:00,1996,12,4,Friday
10219,1999-12-22 00:00:00,1999,12,4,Wednesday
48171,2011-01-28 00:00:00,2011,1,1,Friday
782,1997-09-07 00:00:00,1997,9,3,Sunday
75531,2000-01-28 00:00:00,2000,1,1,Friday
11802,2008-07-17 00:00:00,2008,7,3,Thursday
9776,2003-01-01 00:00:00,2003,1,1,Wednesday
18785,2009-06-05 00:00:00,2009,6,2,Friday
365222,2015-12-19 00:00:00,2015,12,4,Saturday
817,1999-06-08 00:00:00,1999,6,2,Tuesday
268,1989-06-23 00:00:00,1989,6,2,Friday
45054,2011-03-25 00:00:00,2011,3,1,Friday
943,1992-05-15 00:00:00,1992,5,2,Friday
22881,2009-11-20 00:00:00,2009,11,4,Friday
10054,2001-03-18 00:00:00,2001,3,1,Sunday
51540,2011-07-08 00:00:00,2011,7,3,Friday
44264,2010-12-22 00:00:00,2010,12,4,Wednesday
350,2006-06-30 00:00:00,2006,6,2,Friday
152,1979-12-06 00:00:00,1979,12,4,Thursday
109431,2013-02-07 00:00:00,2013,2,1,Thursday
1598,1991-11-15 00:00:00,1991,11,4,Friday
8065,2008-03-27 00:00:00,2008,3,1,Thursday
271718,2015-07-17 00:00:00,2015,7,3,Friday
11638,2005-03-25 00:00:00,2005,3,1,Friday
409,1996-11-14 00:00:00,1996,11,4,Thursday
2118,1997-09-19 00:00:00,1997,9,3,Friday
11459,2005-07-29 00:00:00,2005,7,3,Friday
10806,1997-09-10 00:00:00,1997,9,3,Wednesday
9348,1995-07-07 00:00:00,1995,7,3,Friday
377,1984-11-14 00:00:00,1984,11,4,Wednesday
8843,2000-08-17 00:00:00,2000,8,3,Thursday
9313,1998-03-12 00:00:00,1998,3,1,Thursday
39486,2010-08-20 00:00:00,2010,8,3,Friday
1273,2007-03-23 00:00:00,2007,3,1,Friday
13920,2003-10-24 00:00:00,2003,10,4,Friday
50544,2011-07-21 00:00:00,2011,7,3,Thursday
325133,2016-05-04 00:00:00,2016,5,2,Wednesday
140823,2013-11-16 00:00:00,2013,11,4,Saturday
1883,1992-11-18 00:00:00,1992,11,4,Wednesday
89492,2012-12-20 00:00:00,2012,12,4,Thursday
22949,2009-11-24 00:00:00,2009,11,4,Tuesday
12437,2009-01-22 00:00:00,2009,1,1,Thursday
2959,2007-07-04 00:00:00,2007,7,3,Wednesday
9957,2006-04-07 00:00:00,2006,4,2,Friday
11648,2005-07-21 00:00:00,2005,7,3,Thursday
9366,1997-02-27 00:00:00,1997,2,1,Thursday
1576,2002-03-15 00:00:00,2002,3,1,Friday
609,1982-06-04 00:00:00,1982,6,2,Friday
5516,2004-03-25 00:00:00,2004,3,1,Thursday
13051,2008-10-15 00:00:00,2008,10,4,Wednesday
49530,2011-10-27 00:00:00,2011,10,4,Thursday
34806,2010-04-23 00:00:00,2010,4,2,Friday
49022,2011-05-05 00:00:00,2011,5,2,Thursday
11469,2001-11-21 00:00:00,2001,11,4,Wednesday
23479,1976-04-07 00:00:00,1976,4,2,Wednesday
11667,1994-12-22 00:00:00,1994,12,4,Thursday
423,2002-09-24 00:00:00,2002,9,3,Tuesday
2447,2006-12-01 00:00:00,2006,12,4,Friday
10066,2005-04-30 00:00:00,2005,4,2,Saturday
2288,2004-12-01 00:00:00,2004,12,4,Wednesday
88794,2011-11-09 00:00:00,2011,11,4,Wednesday
13515,2008-08-15 00:00:00,2008,8,3,Friday
11979,2002-02-10 00:00:00,2002,2,1,Sunday
169,1990-11-20 00:00:00,1990,11,4,Tuesday
8090,2008-01-22 00:00:00,2008,1,1,Tuesday
11622,1999-02-12 00:00:00,1999,2,1,Friday
3604,1980-09-01 00:00:00,1980,9,3,Monday
9541,2004-03-25 00:00:00,2004,3,1,Thursday
94348,2012-10-18 00:00:00,2012,10,4,Thursday
8197,1997-11-21 00:00:00,1997,11,4,Friday
336004,2015-11-13 00:00:00,2015,11,4,Friday
35019,2010-03-26 00:00:00,2010,3,1,Friday
10410,1992-12-25 00:00:00,1992,12,4,Friday
8836,2008-07-24 00:00:00,2008,7,3,Thursday
14442,2004-04-09 00:00:00,2004,4,2,Friday
321741,2015-11-12 00:00:00,2015,11,4,Thursday
59965,2011-09-22 00:00:00,2011,9,3,Thursday
14175,2005-03-25 00:00:00,2005,3,1,Friday
11004,2000-02-22 00:00:00,2000,2,1,Tuesday
11918,2008-03-27 00:00:00,2008,3,1,Thursday
98357,2013-01-18 00:00:00,2013,1,1,Friday
10012,2005-02-25 00:00:00,2005,2,1,Friday
49526,2012-08-24 00:00:00,2012,8,3,Friday
268920,2015-05-08 00:00:00,2015,5,2,Friday
9093,2002-09-08 00:00:00,2002,9,3,Sunday
119283,2013-01-23 00:00:00,2013,1,1,Wednesday
11823,2004-09-13 00:00:00,2004,9,3,Monday
35169,2010-04-02 00:00:00,2010,4,2,Friday
118957,2012-09-05 00:00:00,2012,9,3,Wednesday
849,1983-07-29 00:00:00,1983,7,3,Friday
4515,2007-10-22 00:00:00,2007,10,4,Monday
18886,1991-01-18 00:00:00,1991,1,1,Friday
6575,2007-12-21 00:00:00,2007,12,4,Friday
6440,2001-12-18 00:00:00,2001,12,4,Tuesday
13496,2001-08-17 00:00:00,2001,8,3,Friday
18320,2009-03-04 00:00:00,2009,3,1,Wednesday
22787,2009-09-09 00:00:00,2009,9,3,Wednesday
8967,2011-05-18 00:00:00,2011,5,2,Wednesday
37498,1998-09-04 00:00:00,1998,9,3,Friday
144336,2014-03-28 00:00:00,2014,3,1,Friday
9616,2003-09-05 00:00:00,2003,9,3,Friday
13056,2008-12-05 00:00:00,2008,12,4,Friday
14113,2006-08-11 00:00:00,2006,8,3,Friday
285783,2015-09-30 00:00:00,2015,9,3,Wednesday
49478,1997-05-02 00:00:00,1997,5,2,Friday
9726,2006-09-09 00:00:00,2006,9,3,Saturday
20763,1992-02-21 00:00:00,1992,2,1,Friday
9702,1993-02-05 00:00:00,1993,2,1,Friday
9311,1997-02-13 00:00:00,1997,2,1,Thursday
9280,2002-11-06 00:00:00,2002,11,4,Wednesday
26843,1981-04-17 00:00:00,1981,4,2,Friday
11876,1995-09-20 00:00:00,1995,9,3,Wednesday
22267,1999-11-24 00:00:00,1999,11,4,Wednesday
45958,2010-10-20 00:00:00,2010,10,4,Wednesday
1969,2006-01-18 00:00:00,2006,1,1,Wednesday
310706,2009-05-13 00:00:00,2009,5,2,Wednesday
198663,2014-09-10 00:00:00,2014,9,3,Wednesday
239573,2015-03-05 00:00:00,2015,3,1,Thursday
10436,1993-09-17 00:00:00,1993,9,3,Friday
1381,2006-09-06 00:00:00,2006,9,3,Wednesday
2162,1999-09-01 00:00:00,1999,9,3,Wednesday
127493,2012-05-17 00:00:00,2012,5,2,Thursday
12429,2008-07-19 00:00:00,2008,7,3,Saturday
228205,2015-04-09 00:00:00,2015,4,2,Thursday
2900,1999-08-26 00:00:00,1999,8,3,Thursday
21311,2000-05-05 00:00:00,2000,5,2,Friday
77875,2012-11-29 00:00:00,2012,11,4,Thursday
192136,2013-12-06 00:00:00,2013,12,4,Friday
18254,1981-12-25 00:00:00,1981,12,4,Friday
881,1992-12-11 00:00:00,1992,12,4,Friday
10877,2001-03-13 00:00:00,2001,3,1,Tuesday
9600,2000-05-31 00:00:00,2000,5,2,Wednesday
202575,2013-12-24 00:00:00,2013,12,4,Tuesday
71469,2011-12-22 00:00:00,2011,12,4,Thursday
85446,2012-07-26 00:00:00,2012,7,3,Thursday
326,2006-08-06 00:00:00,2006,8,3,Sunday
10685,2000-09-08 00:00:00,2000,9,3,Friday
7220,2004-04-15 00:00:00,2004,4,2,Thursday
9763,2005-06-06 00:00:00,2005,6,2,Monday
72387,2012-04-16 00:00:00,2012,4,2,Monday
12596,1999-04-23 00:00:00,1999,4,2,Friday
1892,1983-05-23 00:00:00,1983,5,2,Monday
13460,2008-03-14 00:00:00,2008,3,1,Friday
8055,2008-12-10 00:00:00,2008,12,4,Wednesday
50647,2012-02-23 00:00:00,2012,2,1,Thursday
10719,2003-10-09 00:00:00,2003,10,4,Thursday
9294,1996-07-05 00:00:00,1996,7,3,Friday
11888,2002-01-18 00:00:00,2002,1,1,Friday
9647,1988-11-22 00:00:00,1988,11,4,Tuesday
9353,2006-06-16 00:00:00,2006,6,2,Friday
55721,2011-04-28 00:00:00,2011,4,2,Thursday
109414,2013-06-12 00:00:00,2013,6,2,Wednesday
10307,1999-09-10 00:00:00,1999,9,3,Friday
11978,2000-09-13 00:00:00,2000,9,3,Wednesday
22907,2010-08-26 00:00:00,2010,8,3,Thursday
87567,2013-04-25 00:00:00,2013,4,2,Thursday
38322,2011-02-16 00:00:00,2011,2,1,Wednesday
45612,2011-03-30 00:00:00,2011,3,1,Wednesday
7305,1993-01-15 00:00:00,1993,1,1,Friday
3594,2007-02-23 00:00:00,2007,2,1,Friday
157841,2013-10-16 00:00:00,2013,10,4,Wednesday
11519,1979-12-13 00:00:00,1979,12,4,Thursday
12920,2005-09-10 00:00:00,2005,9,3,Saturday
59,2005-09-23 00:00:00,2005,9,3,Friday
9335,2005-08-02 00:00:00,2005,8,3,Tuesday
12106,1995-02-09 00:00:00,1995,2,1,Thursday
11141,2004-04-04 00:00:00,2004,4,2,Sunday
8649,1999-10-22 00:00:00,1999,10,4,Friday
31867,2010-03-18 00:00:00,2010,3,1,Thursday
10253,2007-02-08 00:00:00,2007,2,1,Thursday
3587,1996-09-06 00:00:00,1996,9,3,Friday
124459,2013-03-14 00:00:00,2013,3,1,Thursday
24662,1997-03-26 00:00:00,1997,3,1,Wednesday
32274,1999-12-10 00:00:00,1999,12,4,Friday
182,2006-12-08 00:00:00,2006,12,4,Friday
5494,2004-03-28 00:00:00,2004,3,1,Sunday
28,1979-08-15 00:00:00,1979,8,3,Wednesday
38073,2010-09-01 00:00:00,2010,9,3,Wednesday
2054,1995-12-29 00:00:00,1995,12,4,Friday
302156,2016-04-14 00:00:00,2016,4,2,Thursday
606,1985-12-20 00:00:00,1985,12,4,Friday
87502,2012-11-02 00:00:00,2012,11,4,Friday
698,1979-06-26 00:00:00,1979,6,2,Tuesday
120467,2014-02-26 00:00:00,2014,2,1,Wednesday
11313,2001-09-07 00:00:00,2001,9,3,Friday
6488,1990-08-09 00:00:00,1990,8,3,Thursday
10559,2000-04-28 00:00:00,2000,4,2,Friday
296099,2015-07-28 00:00:00,2015,7,3,Tuesday
8012,1995-10-20 00:00:00,1995,10,4,Friday
1574,2002-12-26 00:00:00,2002,12,4,Thursday
9032,1999-06-25 00:00:00,1999,6,2,Friday
2770,2001-08-10 00:00:00,2001,8,3,Friday
862,1995-10-30 00:00:00,1995,10,4,Monday
1637,1994-06-09 00:00:00,1994,6,2,Thursday
72570,2012-02-05 00:00:00,2012,2,1,Sunday
27569,2010-01-21 00:00:00,2010,1,1,Thursday
10637,2000-09-29 00:00:00,2000,9,3,Friday
1669,1990-03-02 00:00:00,1990,3,1,Friday
132363,2013-08-16 00:00:00,2013,8,3,Friday
9472,2004-06-18 00:00:00,2004,6,2,Friday
2907,1991-11-22 00:00:00,1991,11,4,Friday
9273,1995-11-10 00:00:00,1995,11,4,Friday
9880,2001-08-03 00:00:00,2001,8,3,Friday
2925,1996-09-20 00:00:00,1996,9,3,Friday
807,1995-09-22 00:00:00,1995,9,3,Friday
17654,2009-08-05 00:00:00,2009,8,3,Wednesday
11836,2004-11-14 00:00:00,2004,11,4,Sunday
322,2003-10-07 00:00:00,2003,10,4,Tuesday
70,2004-12-15 00:00:00,2004,12,4,Wednesday
9535,1999-03-05 00:00:00,1999,3,1,Friday
11036,2004-06-25 00:00:00,2004,6,2,Friday
6557,2008-01-10 00:00:00,2008,1,1,Thursday
18126,2009-04-10 00:00:00,2009,4,2,Friday
16340,2000-09-14 00:00:00,2000,9,3,Thursday
10333,1991-12-25 00:00:00,1991,12,4,Wednesday
4476,1994-12-16 00:00:00,1994,12,4,Friday
22947,2009-09-05 00:00:00,2009,9,3,Saturday
2755,2002-12-13 00:00:00,2002,12,4,Friday
82654,2013-01-31 00:00:00,2013,1,1,Thursday
59967,2012-09-26 00:00:00,2012,9,3,Wednesday
16300,2001-02-16 00:00:00,2001,2,1,Friday
9598,1995-07-18 00:00:00,1995,7,3,Tuesday
82696,2012-08-07 00:00:00,2012,8,3,Tuesday
9870,2008-04-17 00:00:00,2008,4,2,Thursday
8292,2005-08-11 00:00:00,2005,8,3,Thursday
8780,2008-04-23 00:00:00,2008,4,2,Wednesday
9715,1998-05-29 00:00:00,1998,5,2,Friday
10521,2009-01-09 00:00:00,2009,1,1,Friday
10762,2004-08-20 00:00:00,2004,8,3,Friday
10096,2004-04-13 00:00:00,2004,4,2,Tuesday
59436,2011-05-11 00:00:00,2011,5,2,Wednesday
227783,2014-01-17 00:00:00,2014,1,1,Friday
4133,2001-04-04 00:00:00,2001,4,2,Wednesday
10207,1999-02-22 00:00:00,1999,2,1,Monday
172,1989-06-09 00:00:00,1989,6,2,Friday
21972,2002-07-03 00:00:00,2002,7,3,Wednesday
36593,1994-03-18 00:00:00,1994,3,1,Friday
707,1985-05-24 00:00:00,1985,5,2,Friday
533,2005-09-04 00:00:00,2005,9,3,Sunday
6023,2007-11-15 00:00:00,2007,11,4,Thursday
6439,2005-01-06 00:00:00,2005,1,1,Thursday
4347,2007-08-29 00:00:00,2007,8,3,Wednesday
37056,2010-05-14 00:00:00,2010,5,2,Friday
4105,1989-09-22 00:00:00,1989,9,3,Friday
76489,2012-04-13 00:00:00,2012,4,2,Friday
3933,2005-09-09 00:00:00,2005,9,3,Friday
9918,2006-01-13 00:00:00,2006,1,1,Friday
273481,2015-09-17 00:00:00,2015,9,3,Thursday
307081,2015-06-15 00:00:00,2015,6,2,Monday
16871,2009-03-15 00:00:00,2009,3,1,Sunday
293863,2015-04-16 00:00:00,2015,4,2,Thursday
13156,2003-09-19 00:00:00,2003,9,3,Friday
41233,2010-08-04 00:00:00,2010,8,3,Wednesday
9266,2002-08-08 00:00:00,2002,8,3,Thursday
1262,2006-09-09 00:00:00,2006,9,3,Saturday
4513,2007-10-17 00:00:00,2007,10,4,Wednesday
22970,2012-04-12 00:00:00,2012,4,2,Thursday
7278,2008-01-24 00:00:00,2008,1,1,Thursday
9013,1988-07-20 00:00:00,1988,7,3,Wednesday
865,1987-11-13 00:00:00,1987,11,4,Friday
10776,1986-12-19 00:00:00,1986,12,4,Friday
50456,2011-04-07 00:00:00,2011,4,2,Thursday
9823,1997-11-21 00:00:00,1997,11,4,Friday
59861,2011-06-30 00:00:00,2011,6,2,Thursday
133805,2013-10-16 00:00:00,2013,10,4,Wednesday
